# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.6.4

acopper.name, string, 8018C2A7375BC2A761E29C94204162696C697461746FC2A7375D
chat::<player>::lava, boolean, 00
chat::<player>::lgbt, boolean, 00
chat::<player>::lightningbolt, boolean, 00
chat::<player>::live, boolean, 00
chat::<player>::love, boolean, 00
chat::<player>::marvel, boolean, 00
chat::<player>::mvp+, boolean, 00
chat::<player>::mvp++, boolean, 00
chat::<player>::none, boolean, 00
chat::<player>::pirate, boolean, 00
chat::<player>::precious, boolean, 00
chat::<player>::ragequit, boolean, 00
chat::<player>::relationship, boolean, 00
chat::<player>::scifi, boolean, 00
chat::<player>::smp, boolean, 01
chat::<player>::social, boolean, 00
chat::<player>::sport, boolean, 00
chat::<player>::stitch, boolean, 00
chat::<player>::tech, boolean, 00
chat::<player>::vanilla, boolean, 00
chat::<player>::video, boolean, 00
chat::<player>::warden, boolean, 00
chat::<player>::water, boolean, 00
chat::<player>::wither, boolean, 00
chat::_xedo_::afk, boolean, 00
chat::_xedo_::animalist, boolean, 00
chat::_xedo_::anime, boolean, 00
chat::_xedo_::asmr, boolean, 00
chat::_xedo_::blasphemy, boolean, 00
chat::_xedo_::caotic, boolean, 00
chat::_xedo_::car, boolean, 00
chat::_xedo_::catholic, boolean, 00
chat::_xedo_::city, boolean, 00
chat::_xedo_::creeper, boolean, 00
chat::_xedo_::curse, boolean, 00
chat::_xedo_::disney, boolean, 00
chat::_xedo_::dragon, boolean, 00
chat::_xedo_::drinks, boolean, 00
chat::_xedo_::enderman, boolean, 00
chat::_xedo_::environmentalist, boolean, 00
chat::_xedo_::family, boolean, 00
chat::_xedo_::fire, boolean, 00
chat::_xedo_::food, boolean, 00
chat::_xedo_::fortnite, boolean, 00
chat::_xedo_::friendship, boolean, 00
chat::_xedo_::funny, boolean, 00
chat::_xedo_::gamer, boolean, 00
chat::_xedo_::glider, boolean, 00
chat::_xedo_::gta, boolean, 00
chat::_xedo_::horror, boolean, 00
chat::_xedo_::hp, boolean, 00
chat::_xedo_::kids, boolean, 00
chat::_xedo_::lava, boolean, 00
chat::_xedo_::lgbt, boolean, 00
chat::_xedo_::lightningbolt, boolean, 00
chat::_xedo_::live, boolean, 00
chat::_xedo_::love, boolean, 00
chat::_xedo_::marvel, boolean, 00
chat::_xedo_::mvp+, boolean, 00
chat::_xedo_::mvp++, boolean, 00
chat::_xedo_::none, boolean, 00
chat::_xedo_::pirate, boolean, 00
chat::_xedo_::precious, boolean, 00
chat::_xedo_::ragequit, boolean, 00
chat::_xedo_::relationship, boolean, 00
chat::_xedo_::scifi, boolean, 00
chat::_xedo_::smp, boolean, 01
chat::_xedo_::social, boolean, 00
chat::_xedo_::sport, boolean, 00
chat::_xedo_::status, string, 8000
chat::_xedo_::status::afk, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::animalist, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::anime, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::asmr, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::blasphemy, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::caotic, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::car, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::catholic, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::city, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::creeper, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::curse, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::disney, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::dragon, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::drinks, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::enderman, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::environmentalist, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::family, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::fire, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::food, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::fortnite, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::friendship, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::funny, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::gamer, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::glider, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::gta, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::horror, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::hp, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::kids, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::lava, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::lgbt, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::lightningbolt, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::live, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::love, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::marvel, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::mvp+, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::mvp++, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::none, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::pirate, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::precious, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::ragequit, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::relationship, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::scifi, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::smp, string, 800FC2A76153454C455A494F4E41544F21
chat::_xedo_::status::social, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::sport, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::stitch, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::tech, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::vanilla, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::video, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::warden, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::water, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::status::wither, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::_xedo_::stitch, boolean, 00
chat::_xedo_::tech, boolean, 00
chat::_xedo_::vanilla, boolean, 00
chat::_xedo_::video, boolean, 00
chat::_xedo_::warden, boolean, 00
chat::_xedo_::water, boolean, 00
chat::_xedo_::wither, boolean, 00
chat::andr3wontilt::afk, boolean, 00
chat::andr3wontilt::animalist, boolean, 00
chat::andr3wontilt::anime, boolean, 00
chat::andr3wontilt::asmr, boolean, 00
chat::andr3wontilt::blasphemy, boolean, 00
chat::andr3wontilt::caotic, boolean, 00
chat::andr3wontilt::car, boolean, 00
chat::andr3wontilt::catholic, boolean, 00
chat::andr3wontilt::city, boolean, 00
chat::andr3wontilt::creeper, boolean, 00
chat::andr3wontilt::curse, boolean, 00
chat::andr3wontilt::disney, boolean, 00
chat::andr3wontilt::dragon, boolean, 00
chat::andr3wontilt::drinks, boolean, 00
chat::andr3wontilt::enderman, boolean, 00
chat::andr3wontilt::environmentalist, boolean, 00
chat::andr3wontilt::family, boolean, 00
chat::andr3wontilt::fire, boolean, 00
chat::andr3wontilt::food, boolean, 00
chat::andr3wontilt::fortnite, boolean, 00
chat::andr3wontilt::friendship, boolean, 00
chat::andr3wontilt::funny, boolean, 00
chat::andr3wontilt::gamer, boolean, 00
chat::andr3wontilt::glider, boolean, 00
chat::andr3wontilt::gta, boolean, 00
chat::andr3wontilt::horror, boolean, 00
chat::andr3wontilt::hp, boolean, 00
chat::andr3wontilt::kids, boolean, 00
chat::andr3wontilt::lava, boolean, 00
chat::andr3wontilt::lgbt, boolean, 00
chat::andr3wontilt::lightningbolt, boolean, 00
chat::andr3wontilt::live, boolean, 00
chat::andr3wontilt::love, boolean, 00
chat::andr3wontilt::marvel, boolean, 00
chat::andr3wontilt::mvp+, boolean, 00
chat::andr3wontilt::mvp++, boolean, 00
chat::andr3wontilt::none, boolean, 00
chat::andr3wontilt::pirate, boolean, 00
chat::andr3wontilt::precious, boolean, 00
chat::andr3wontilt::ragequit, boolean, 00
chat::andr3wontilt::relationship, boolean, 00
chat::andr3wontilt::scifi, boolean, 00
chat::andr3wontilt::smp, boolean, 00
chat::andr3wontilt::social, boolean, 00
chat::andr3wontilt::sport, boolean, 00
chat::andr3wontilt::status::afk, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::andr3wontilt::status::animalist, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::andr3wontilt::status::anime, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::andr3wontilt::status::asmr, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::andr3wontilt::status::blasphemy, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::andr3wontilt::status::caotic, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::andr3wontilt::status::car, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::andr3wontilt::status::catholic, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::andr3wontilt::status::city, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::andr3wontilt::status::creeper, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::andr3wontilt::status::curse, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::andr3wontilt::status::disney, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
chat::andr3wontilt::status::dragon, string, 8030C2A765436C69636B2073696E697374726F20706572206170706C69636172652071756573746F2070616363686574746F
